"year","title","authors","source","volume","issue","doi","document_type","language"
2016,"Evidence of rapid transfer and bioaccumulation of Microcystin-LR poses potential risk to freshwater prawn Macrobrachium rosenbergii (de Man)","Liu, LP; Su, XM; Chen, TY; Li, K; Zhan, J; Egna, H; Diana, J","Aquaculture Research","47","10","10.1111/are.12759","Article","English"
2023,"Sea temperature influences accumulation of tetrodotoxin in British bivalve shellfish","Dhanji-Rapkova, M; Alves, MT; Triñanes, JA; Martinez-Urtaza, J; Haverson, D; Bradley, K; Baker-Austin, C; Huggett, JF; Stewart, G; Ritchie, JM; Turner, AD","Science of The Total Environment","885",NA,"10.1016/j.scitotenv.2023.163905","Article","English"
2010,"First identification of the neurotoxin homoanatoxin-a from mats of Hydrocoleum lyngbyaceum (marine cyanobacterium) possibly linked to giant clam poisoning in New Caledonia","Méjean, A; Peyraud-Thomas, C; Kerbrat, AS; Golubic, S; Pauillac, S; Chinain, M; Laurent, D","Toxicon","56","5","10.1016/j.toxicon.2009.10.029","Article","English"
2014,"Toxicity thresholds for juvenile freshwater mussels Echyridella menziesii and crayfish Paranephrops planifrons, after acute or chronic exposure to Microcystis sp","Clearwater, SJ; Wood, SA; Phillips, NR; Parkyn, SM; Van Ginkel, R; Thompson, KJ","Environmental Toxicology","29","5","10.1002/tox.21774","Article","English"
2008,"Accumulation of hepatotoxic microcystins in freshwater mussels, aquatic insect larvae and oligochaetes in a large, shallow eutrophic lake (Lake Chaohu) of subtropical China","Chen, J; Xie, P","Fresenius Environmental Bulletin","17","7A",NA,"Article","English"
2014,"Response of antioxidant and biotransformation systems of selected freshwater mussels (Dreissena polymorpha, Anadonta cygnea, Unio tumidus, and Corbicula javanicus) to the cyanobacterial neurotoxin β-N-methylamino-L-alanine","Contardo-Jara, V; Otterstein, SKB; Downing, S; Downing, TG; Pflugmacher, S","Toxicological and Environmental Chemistry","96","3","10.1080/02772248.2014.945452","Article","English"
2015,"Identifying best methods for routine ELISA detection of microcystin in seafood","Preece, EP; Moore, BC; Swanson, ME; Hardy, FJ","Environmental Monitoring and Assessment","187","2","10.1007/s10661-014-4255-y","Article","English"
2011,"Microcystin accumulation and antioxidant responses in the freshwater clam Diplodon chilensis patagonicus upon subchronic exposure to toxic Microcystis aeruginosa","Sabatini, SE; Brena, BM; Luquet, CM; Julián, MS; Pirez, M; de Molina, MDR","Ecotoxicology and Environmental Safety","74","5","10.1016/j.ecoenv.2011.03.012","Article","English"
2016,"Size-dependent changes in toxicity of Perna viridis mussels exposed to natural populations of Pyrodinium bahamense var. compressum","Rañada, MLO; Tabbada, RSD; Mendoza, ADL; Relox, J; Sombrito, EZ","Regional Studies in Marine Science","3",NA,"10.1016/j.rsma.2015.07.007","Article","English"
2011,"Dynamics of Protein Phosphatase Gene Expression in Corbicula fluminea Exposed to Microcystin-LR and to Toxic Microcystis aeruginosa Cells","Martins, JC; Machado, J; Martins, A; Azevedo, J; OlivaTeles, L; Vasconcelos, V","International Journal of Molecular Sciences","12","12","10.3390/ijms12129172","Article","English"
2009,"Spatial and temporal variations of microcystins in hepatopancreas of a freshwater snail from Lake Taihu","Zhang, DW; Xie, P; Liu, YQ; Chen, J; Wen, ZR","Ecotoxicology and Environmental Safety","72","2","10.1016/j.ecoenv.2008.05.014","Article","English"
2012,"Isolation and characterization of an enzyme from the Greenshell™ mussel Perna canaliculus that hydrolyses pectenotoxins and esters of okadaic acid","MacKenzie, LA; Selwood, AI; Marshall, C","Toxicon","60","3","10.1016/j.toxicon.2012.05.005","Article","English"
2022,"Residue Analysis and Assessment of the Risk of Dietary Exposure to Domoic Acid in Shellfish from the Coastal Areas of China","Zheng, GC; Wu, HY; Che, HY; Li, XK; Zhang, ZH; Peng, JX; Guo, MM; Tan, ZJ","Toxins","14","12","10.3390/toxins14120862","Article","English"
2022,"First observation of domoic acid and its isomers in shellfish samples from Shandong Province, China","Zheng, GC; Wu, HY; Guo, MM; Peng, JX; Zhai, YX; Tan, ZJ","Journal of Oceanology and Limnology","40","6","10.1007/s00343-022-2104-3","Article","English"
2006,"Effect of dietary cyanobacteria on growth and accumulation of microcystins in Nile tilapia (Oreochromis niloticus)","Zhao, M; Xie, SQ; Zhu, XM; Yang, YX; Gan, NQ; Song, LR","Aquaculture","261","3","10.1016/j.aquaculture.2006.08.019","Article","English"
