"year","title","authors","source","volume","issue","doi","document_type","language"
2024,"Why are bivalves not detoxified?","Leal, JF; Cristiano, MLS","Current Opinion in Food Science","57",NA,"10.1016/j.cofs.2024.101162",NA,NA
2008,"Detoxification of the oyster Crassostrea gigas contaminated with paralytic shellfish poison (PSP) by cultivation in filtered seawater","Takata, K; Takatsuji, H; Seno, M","Nippon Suisan Gakkaishi","74","1","10.2331/suisan.74.78",NA,NA
2016,"Evidence of rapid transfer and bioaccumulation of Microcystin-LR poses potential risk to freshwater prawn Macrobrachium rosenbergii (de Man)","Liu, LP; Su, XM; Chen, TY; Li, K; Zhan, J; Egna, H; Diana, J","Aquaculture Research","47","10","10.1111/are.12759",NA,NA
2021,"Pharmacokinetics, bioavailability, and tissue disposal profiles of Tiamulin fumarate in Nile tilapia (Oreochromis niloticus) following oral and intravenous administrations","Liu, YT; Cao, CY; Song, Y; Zhou, S; Yang, YB; Xu, N; Yang, QH; Dong, J; Ai, XH","Journal of Veterinary Pharmacology and Therapeutics","44","4","10.1111/jvp.12957",NA,NA
2022,"Residue Analysis and Assessment of the Risk of Dietary Exposure to Domoic Acid in Shellfish from the Coastal Areas of China","Zheng, GC; Wu, HY; Che, HY; Li, XK; Zhang, ZH; Peng, JX; Guo, MM; Tan, ZJ","Toxins","14","12","10.3390/toxins14120862",NA,NA
2011,"Dynamics of Protein Phosphatase Gene Expression in Corbicula fluminea Exposed to Microcystin-LR and to Toxic Microcystis aeruginosa Cells","Martins, JC; Machado, J; Martins, A; Azevedo, J; OlivaTeles, L; Vasconcelos, V","International Journal of Molecular Sciences","12","12","10.3390/ijms12129172",NA,NA
2014,"Ingestion and transfer of microplastics in the planktonic food web","Setälä, O; Fleming-Lehtinen, V; Lehtiniemi, M","Environmental Pollution","185",NA,"10.1016/j.envpol.2013.10.013",NA,NA
2016,"Size-dependent changes in toxicity of Perna viridis mussels exposed to natural populations of Pyrodinium bahamense var. compressum","Rañada, MLO; Tabbada, RSD; Mendoza, ADL; Relox, J; Sombrito, EZ","Regional Studies in Marine Science","3",NA,"10.1016/j.rsma.2015.07.007",NA,NA
2023,"Sea temperature influences accumulation of tetrodotoxin in British bivalve shellfish","Dhanji-Rapkova, M; Alves, MT; Triñanes, JA; Martinez-Urtaza, J; Haverson, D; Bradley, K; Baker-Austin, C; Huggett, JF; Stewart, G; Ritchie, JM; Turner, AD","Science of The Total Environment","885",NA,"10.1016/j.scitotenv.2023.163905",NA,NA
2022,"First observation of domoic acid and its isomers in shellfish samples from Shandong Province, China","Zheng, GC; Wu, HY; Guo, MM; Peng, JX; Zhai, YX; Tan, ZJ","Journal of Oceanology and Limnology","40","6","10.1007/s00343-022-2104-3",NA,NA
